epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_error,val_error
43,1.4837678926059614,1.7774759817727004,0.57585,0.5362,0.42415,0.4638
44,1.4637840098847215,1.785495759565619,0.58125,0.5305,0.41874999999999996,0.46950000000000003
45,1.4471796080708124,1.742628402347806,0.583425,0.5469,0.41657500000000003,0.45309999999999995
46,1.4358854609937333,1.7427866473982605,0.589425,0.5451,0.410575,0.45489999999999997
47,1.4376771667133124,1.7489498053924948,0.586925,0.5467,0.41307499999999997,0.45330000000000004
48,1.4174797961506218,1.728115919270093,0.589375,0.5455,0.410625,0.4545
49,1.4149834702190118,1.7190187083014958,0.5923,0.5533,0.40769999999999995,0.4467
50,1.395948842310677,1.7387484281877927,0.597925,0.5531,0.40207499999999996,0.44689999999999996
51,1.3797925564046867,1.7334761091425448,0.60125,0.5518,0.39875000000000005,0.44820000000000004
52,1.367644034064235,1.7586827368675908,0.6075,0.5425,0.39249999999999996,0.4575
53,1.365060435316433,1.769915422306785,0.606,0.5475,0.394,0.4525
54,1.3497971025899576,1.7397647235966935,0.60845,0.5508,0.39154999999999995,0.44920000000000004
55,1.3397068745031144,1.73789203770553,0.6107,0.5566,0.3893,0.4434
56,1.3372806177352563,1.734154947196381,0.611325,0.5577,0.388675,0.4423
57,1.3236801251054953,1.7922358331801016,0.615975,0.5486,0.38402499999999995,0.4514
58,1.3243100471770801,1.767719882953016,0.61475,0.551,0.38525,0.44899999999999995
59,1.3121179005208488,1.7365701213667664,0.61945,0.5618,0.38055000000000005,0.43820000000000003
60,1.2988514515538565,1.7281729239451735,0.618575,0.5586,0.381425,0.4414
61,1.28748363827745,1.751264798490307,0.6236,0.5489,0.37639999999999996,0.45109999999999995
62,1.289008888383262,1.7621969075142583,0.623775,0.552,0.37622500000000003,0.44799999999999995
63,1.2856707123521798,1.7356421811671197,0.6251,0.5637,0.3749,0.4363
64,1.268377454707417,1.7676276994656912,0.629225,0.5522,0.37077499999999997,0.4478
65,1.2609719415061391,1.7317670553545408,0.6313,0.5574,0.3687,0.4426
66,1.248915938904491,1.7681458101996892,0.634275,0.5558,0.36572499999999997,0.44420000000000004
67,1.2538836228961763,1.757868212989614,0.633525,0.5551,0.366475,0.44489999999999996
68,1.2373636658199298,1.7469899458221243,0.635475,0.5635,0.364525,0.4365
69,1.2419269726680109,1.7864913442466832,0.6362,0.5531,0.3638,0.44689999999999996
70,1.2173894070588742,1.7568044949181472,0.64105,0.5565,0.35895,0.4435
71,1.2125209897470932,1.7407175604301164,0.640575,0.5676,0.359425,0.4324
72,1.2127495425196881,1.7926130551326125,0.643675,0.5558,0.356325,0.44420000000000004
73,1.1988423226740414,1.7550740981403785,0.647425,0.5607,0.35257499999999997,0.4393
74,1.195364440401522,1.7728701196139371,0.649925,0.5575,0.350075,0.4425
75,1.1970140391264479,1.7918371535554718,0.64635,0.5551,0.35365,0.44489999999999996
76,1.1872640872915712,1.7624932557721682,0.64965,0.5587,0.35035000000000005,0.4413
77,1.178637710432656,1.7527855876125866,0.654875,0.562,0.345125,0.43799999999999994
78,1.1676088093568722,1.7673337308666375,0.654375,0.5631,0.34562499999999996,0.43689999999999996
79,1.1760046931501396,1.7854165593280067,0.65525,0.5585,0.34475,0.4415
80,1.1604059523286911,1.7803353357918654,0.65485,0.5549,0.34514999999999996,0.44510000000000005
81,1.150940460328477,1.785252237621742,0.659875,0.5569,0.340125,0.44310000000000005
82,1.1530693811349595,1.7495754232889489,0.65885,0.5656,0.34114999999999995,0.4344
83,1.1532076858103084,1.770925197420241,0.6562,0.5591,0.3438,0.44089999999999996
84,1.1313829197289464,1.7718806221515317,0.6614,0.5605,0.3386,0.4395
85,1.125380258019359,1.7642450468449653,0.668075,0.5586,0.331925,0.4414
86,1.116746632245402,1.7921866419949108,0.6691,0.5619,0.33089999999999997,0.43810000000000004
87,1.1202048855467726,1.7400506568860403,0.66665,0.5668,0.33335000000000004,0.43320000000000003
88,1.111811159136958,1.774499359010141,0.669875,0.5717,0.330125,0.4283
89,1.0996758004727836,1.7838873878309998,0.671775,0.5648,0.328225,0.43520000000000003
90,1.104788067241827,1.7884718949281717,0.671575,0.5607,0.32842499999999997,0.4393
91,1.1019254884780787,1.783023043523861,0.672525,0.5607,0.32747499999999996,0.4393
92,1.1097367541096843,1.7773705751081057,0.670025,0.5647,0.329975,0.4353
93,1.090049947412631,1.814906748035286,0.674475,0.5568,0.32552499999999995,0.44320000000000004
94,1.0828247371192177,1.7768526650682281,0.675875,0.5654,0.324125,0.4346
95,1.0781410252705168,1.758455324776565,0.678675,0.5709,0.32132499999999997,0.42910000000000004
96,1.0816368121689501,1.8303288764591459,0.67695,0.5641,0.32304999999999995,0.43589999999999995
97,1.0714096838292984,1.7862620172621329,0.6788,0.5631,0.32120000000000004,0.43689999999999996
98,1.0659584812462901,1.7850983414468886,0.680775,0.5628,0.319225,0.43720000000000003
99,1.0566232320599662,1.8240725420698334,0.685675,0.5622,0.31432499999999997,0.43779999999999997
100,1.0530364467693976,1.8133485573756545,0.685975,0.5701,0.314025,0.42989999999999995
