epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_error,val_error
27,2.0058116691942796,1.9746116550662849,0.451175,0.4745,0.548825,0.5255000000000001
28,1.9802529533831075,1.9774804205834111,0.457425,0.4677,0.542575,0.5323
29,1.9539723110656007,1.9445081255103969,0.463875,0.4792,0.536125,0.5207999999999999
30,1.9227087151128264,1.9210656715344778,0.46725,0.4874,0.5327500000000001,0.5126
31,1.894296088919472,1.9216042349610147,0.474075,0.4822,0.525925,0.5178
32,1.8678585942180013,1.9164279925672314,0.482475,0.491,0.517525,0.509
33,1.8446428094047327,1.8632863443109053,0.486325,0.4945,0.513675,0.5055000000000001
34,1.827556969258732,1.8943654404410832,0.492475,0.4898,0.507525,0.5102
35,1.794078203435904,1.8831010574026952,0.5007,0.4963,0.49929999999999997,0.5037
36,1.7842842279531705,1.872043256518207,0.500225,0.4955,0.49977499999999997,0.5045
37,1.7640661865758438,1.8140589602385895,0.505375,0.5121,0.494625,0.4879
38,1.7378839722837502,1.808743360676343,0.512725,0.5119,0.487275,0.4881
39,1.7259670865421477,1.826888325848157,0.5141,0.5095,0.4859,0.49050000000000005
40,1.6943982649154175,1.8703196591968778,0.52275,0.5011,0.47724999999999995,0.4989
41,1.679689984352063,1.8217250636861295,0.525275,0.5142,0.47472499999999995,0.4858
42,1.6587090751233573,1.7921623459345177,0.53425,0.5211,0.46575,0.4789
43,1.6451169915092638,1.7832759513130672,0.534425,0.5193,0.46557499999999996,0.4807
44,1.6266191481782224,1.8178085028370725,0.538575,0.5172,0.461425,0.4828
45,1.6067289837633079,1.7770269671572914,0.5424,0.5221,0.4576,0.4779
46,1.591501958453998,1.8010257874863058,0.54865,0.5252,0.45135000000000003,0.4748
47,1.5827444536617388,1.740592979177644,0.5498,0.5327,0.45020000000000004,0.46730000000000005
48,1.5637538353094278,1.7952788313732873,0.5524,0.5231,0.4476,0.4769
49,1.546280063379306,1.7613624470143379,0.556975,0.5319,0.443025,0.46809999999999996
50,1.5368177715581828,1.7427642119081714,0.5612,0.541,0.43879999999999997,0.45899999999999996
51,1.522655496962916,1.767196155801604,0.563375,0.5355,0.43662500000000004,0.4645
52,1.5126793830158611,1.763980732688421,0.564725,0.5284,0.43527499999999997,0.4716
53,1.5019134279257191,1.7343865738639348,0.569225,0.5409,0.430775,0.45909999999999995
54,1.4790340109755056,1.7297496267511874,0.572625,0.5476,0.42737499999999995,0.4524
55,1.4695905387972872,1.7762122063697139,0.572725,0.5341,0.42727499999999996,0.4659
56,1.459639941922392,1.721553506730478,0.57945,0.5477,0.42055,0.45230000000000004
57,1.446226222065691,1.7085675212401379,0.5819,0.5466,0.4181,0.4534
58,1.4269634748038393,1.754517034639286,0.587475,0.5442,0.41252500000000003,0.4558
59,1.4351182943715837,1.7174805644192273,0.58105,0.546,0.41895000000000004,0.45399999999999996
60,1.4208915911543483,1.681796600547018,0.587625,0.5538,0.41237500000000005,0.44620000000000004
61,1.4038975208331221,1.7456084836887409,0.592225,0.5448,0.407775,0.45520000000000005
62,1.3922670329340732,1.7641241399547722,0.596675,0.5396,0.40332500000000004,0.46040000000000003
63,1.382330197114914,1.7416993002348309,0.59395,0.5469,0.40605,0.45309999999999995
64,1.3714800768386062,1.7119760286958912,0.6013,0.5503,0.39870000000000005,0.4497
65,1.3636694998025132,1.747275545627256,0.602,0.5463,0.398,0.4537
66,1.34702427661457,1.7310854679421535,0.6046,0.5473,0.3954,0.4527
67,1.3416635696880352,1.721237677562086,0.607175,0.5511,0.392825,0.44889999999999997
68,1.3371119145006418,1.714275348035595,0.609525,0.5565,0.390475,0.4435
69,1.3217543439743238,1.6978507298457473,0.6126,0.5576,0.38739999999999997,0.4424
70,1.3276404774607942,1.7488676158687737,0.610925,0.5476,0.38907499999999995,0.4524
71,1.3047304511451112,1.7150130769874476,0.618025,0.5558,0.38197499999999995,0.44420000000000004
72,1.299387262080805,1.7064642332777191,0.620625,0.5579,0.379375,0.44210000000000005
73,1.2964610148923466,1.7244038249872908,0.61815,0.5549,0.38185,0.44510000000000005
74,1.2873828755780912,1.7679983407636233,0.620575,0.5514,0.379425,0.4486
75,1.2781661158552566,1.6953158997282196,0.625425,0.559,0.374575,0.44099999999999995
76,1.2639039779623475,1.68721620795093,0.627975,0.5625,0.37202500000000005,0.4375
77,1.264659774189178,1.7000355388544783,0.62815,0.5587,0.37185,0.4413
78,1.258111812626592,1.677880338475674,0.632175,0.5623,0.36782499999999996,0.4377
79,1.2461597496709123,1.7336752897576442,0.634675,0.5602,0.365325,0.43979999999999997
80,1.240401268005371,1.7315407795242117,0.635675,0.5598,0.364325,0.44020000000000004
81,1.223929487478238,1.7421220450461665,0.636725,0.5615,0.363275,0.4385
82,1.21702377902814,1.704248014884659,0.639125,0.5639,0.36087499999999995,0.43610000000000004
83,1.2204462994401828,1.705088834219341,0.638325,0.5613,0.36167499999999997,0.4387
84,1.20370691767135,1.7545991426781764,0.64415,0.559,0.35585,0.44099999999999995
85,1.2088501295342613,1.727429851700988,0.6417,0.5672,0.35829999999999995,0.43279999999999996
86,1.1966236283223088,1.7089399310606945,0.645575,0.563,0.354425,0.43700000000000006
87,1.1814311081989886,1.7230435700356206,0.648675,0.5702,0.351325,0.42979999999999996
88,1.189099298498501,1.7198891730248174,0.6463,0.5682,0.3537,0.43179999999999996
89,1.171282349493557,1.7576251663739169,0.652825,0.5604,0.347175,0.4396
90,1.1664164770906345,1.7501964131488075,0.65045,0.5677,0.34955,0.4323
91,1.1615121120842882,1.6839103110228912,0.654925,0.5727,0.345075,0.4273
92,1.1592248405892247,1.7021236148061631,0.655275,0.5752,0.34472499999999995,0.42479999999999996
93,1.152470406823265,1.7310530143448069,0.655375,0.5753,0.34462499999999996,0.42469999999999997
94,1.1469838596380557,1.7442608151254775,0.661175,0.563,0.33882500000000004,0.43700000000000006
95,1.1511720194222448,1.7251250034646144,0.655775,0.5723,0.344225,0.42769999999999997
96,1.1312171148415953,1.7687034622023377,0.661,0.5606,0.33899999999999997,0.4394
97,1.1199275512283984,1.7392949077147473,0.665375,0.571,0.33462499999999995,0.42900000000000005
98,1.108894753760804,1.7619102423704123,0.669475,0.561,0.33052499999999996,0.43899999999999995
99,1.121589266644499,1.748185547092293,0.6645,0.561,0.3355,0.43899999999999995
100,1.1093222540788377,1.705225048185904,0.6686,0.5728,0.33140000000000003,0.4272
