epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_error,val_error
24,1.1209909171342087,1.388487713246406,0.66485,0.6243,0.33514999999999995,0.37570000000000003
25,1.0945941586844838,1.389229706571072,0.67475,0.6235,0.32525000000000004,0.37649999999999995
26,1.0625850034597963,1.3119682435747944,0.6816,0.6338,0.3184,0.36619999999999997
27,1.035932389882426,1.3618145849131331,0.691825,0.6311,0.308175,0.3689
28,1.0095960347416302,1.3218117997616152,0.697225,0.6438,0.302775,0.35619999999999996
29,0.982384697888225,1.3277259536936312,0.707125,0.6399,0.292875,0.3601
30,0.9603688956830448,1.3722248379188249,0.710475,0.6364,0.28952500000000003,0.36360000000000003
31,0.9443893066991251,1.3569267912756038,0.718,0.6378,0.28200000000000003,0.36219999999999997
32,0.919087255915133,1.3081644939470896,0.724025,0.652,0.27597499999999997,0.348
33,0.8935109195998683,1.339241848716253,0.730625,0.6479,0.26937500000000003,0.35209999999999997
34,0.875049643242321,1.3755820265299157,0.734375,0.6417,0.265625,0.35829999999999995
35,0.8613386496949119,1.3205799920649468,0.73905,0.6503,0.26095,0.3497
36,0.8502980571585341,1.3133041126818596,0.7427,0.6515,0.2573,0.34850000000000003
37,0.8308546906842972,1.3697495294522635,0.74725,0.6421,0.25275000000000003,0.3579
38,0.8076702005946979,1.31788962626759,0.75315,0.6507,0.24685,0.34930000000000005
39,0.7902935869967975,1.3362506424324423,0.758675,0.6535,0.241325,0.34650000000000003
40,0.7746737614607278,1.3336753347251988,0.76175,0.6524,0.23824999999999996,0.3476
41,0.7685014611235061,1.35406707962857,0.766975,0.6474,0.23302500000000004,0.3526
42,0.7507999324189207,1.3121771812438965,0.769725,0.6657,0.230275,0.33430000000000004
43,0.7265513385065828,1.3603342198118378,0.778625,0.6526,0.221375,0.34740000000000004
44,0.7270813365332996,1.3829102214378646,0.7777,0.659,0.22230000000000005,0.34099999999999997
45,0.7084274748072457,1.3334548428088804,0.781675,0.664,0.218325,0.33599999999999997
46,0.6916031103355055,1.3290593971180011,0.7887,0.6603,0.21130000000000004,0.3397
47,0.6824439798300259,1.347177090524118,0.7896,0.6632,0.21040000000000003,0.3368
48,0.6706673105875143,1.329240373418301,0.79395,0.6631,0.20604999999999996,0.3369
49,0.6640147144992512,1.3446305062197432,0.79555,0.6651,0.20445000000000002,0.3349
50,0.6394785284615172,1.350753522371944,0.80265,0.665,0.19735000000000003,0.33499999999999996
51,0.646643587670768,1.3112208390537696,0.801575,0.6686,0.19842499999999996,0.33140000000000003
52,0.617529465653264,1.3313682901708386,0.8101,0.6705,0.18989999999999996,0.3295
53,0.6156417671293496,1.3822316557546206,0.8087,0.6554,0.19130000000000003,0.3446
54,0.6193365818395401,1.344355345526828,0.8094,0.666,0.1906,0.33399999999999996
55,0.6019527310380539,1.350947224641148,0.813225,0.665,0.18677500000000002,0.33499999999999996
56,0.6023860112927593,1.4072158728973776,0.81385,0.6563,0.18615000000000004,0.3437
57,0.5986093398861991,1.3360625882691974,0.814,0.6694,0.18600000000000005,0.3306
58,0.5773465454387969,1.3872942554799816,0.821575,0.6659,0.17842499999999994,0.33409999999999995
59,0.5781481717341244,1.3977251324472548,0.820475,0.6629,0.17952500000000005,0.33709999999999996
60,0.5651819485064131,1.3362663448611392,0.82455,0.6694,0.17545,0.3306
61,0.5538975574528447,1.3623179574555988,0.82785,0.6682,0.17215000000000003,0.3318
62,0.5445859735956589,1.4063203915765015,0.83135,0.6688,0.16864999999999997,0.33120000000000005
63,0.5402611436935278,1.415604964087281,0.83345,0.6654,0.16654999999999998,0.3346
64,0.5290353965645019,1.4476903450639942,0.8363,0.6641,0.16369999999999996,0.3359
65,0.5274995859629049,1.380654734901235,0.837175,0.6664,0.162825,0.3336
66,0.5263443932936976,1.4143750909008557,0.83925,0.6657,0.16074999999999995,0.33430000000000004
67,0.5201876422467704,1.4107113918171654,0.839025,0.674,0.16097499999999998,0.32599999999999996
68,0.5207170516538163,1.383411065687107,0.837625,0.6715,0.16237500000000005,0.3285
69,0.5140900671862947,1.440925116780438,0.839425,0.6639,0.16057500000000002,0.33609999999999995
70,0.514027437177329,1.4418913020363338,0.84225,0.6646,0.15774999999999995,0.33540000000000003
71,0.495034909191223,1.375741741325282,0.8479,0.6685,0.1521,0.3315
72,0.4974168852304879,1.4521899562847764,0.846375,0.6644,0.153625,0.3356
73,0.49562891917868546,1.4194371919088726,0.846025,0.6687,0.15397499999999997,0.33130000000000004
74,0.490317410649583,1.409248939043359,0.847075,0.6732,0.15292499999999998,0.3268
75,0.48339632948557026,1.4211684239061573,0.85125,0.6653,0.14875000000000005,0.3347
76,0.4707498220970836,1.4554366884352286,0.85325,0.6645,0.14675000000000005,0.3355
77,0.4815427907549154,1.4252676662010482,0.85215,0.671,0.14785000000000004,0.32899999999999996
78,0.48110620615581356,1.4249905355368988,0.852475,0.6752,0.14752500000000002,0.3248
79,0.4744727528704622,1.422540900073474,0.853875,0.6737,0.14612499999999995,0.32630000000000003
80,0.45602969287302547,1.412957194485242,0.8605,0.677,0.13949999999999996,0.32299999999999995
81,0.46570486430162056,1.4801710874219485,0.856725,0.6592,0.14327500000000004,0.3408
82,0.4601065762602864,1.422335676000088,0.858375,0.6737,0.141625,0.32630000000000003
83,0.46350972816205255,1.4756984537160849,0.8562,0.6644,0.14380000000000004,0.3356
84,0.4521157230241611,1.4438026358809652,0.8614,0.671,0.13859999999999995,0.32899999999999996
85,0.45277178735017015,1.4736202547821817,0.862075,0.6694,0.13792499999999996,0.3306
86,0.4618783830263363,1.460365640966198,0.85755,0.67,0.14244999999999997,0.32999999999999996
87,0.44768888891314546,1.4916038950787316,0.862425,0.6667,0.137575,0.33330000000000004
88,0.44370308599342556,1.482481537740442,0.86345,0.669,0.13654999999999995,0.33099999999999996
89,0.4416705201894711,1.4432032183755803,0.863525,0.671,0.136475,0.32899999999999996
90,0.44479096745149777,1.4541616469998904,0.86265,0.6653,0.13734999999999997,0.3347
91,0.4373459224217235,1.4625209803822674,0.8657,0.6712,0.13429999999999997,0.3288
92,0.43184543517641366,1.4036710481100445,0.8679,0.6776,0.1321,0.3224
93,0.42910382246818785,1.4241407747510113,0.867725,0.6811,0.13227500000000003,0.31889999999999996
94,0.43695842548490715,1.4735788687875,0.8663,0.6707,0.13370000000000004,0.32930000000000004
95,0.4270102545476188,1.4237354156337207,0.868925,0.6745,0.13107500000000005,0.3255
96,0.42066437801042683,1.434609060046039,0.8698,0.6741,0.13019999999999998,0.32589999999999997
97,0.42207534654071915,1.5018233641793457,0.8716,0.6689,0.12839999999999996,0.33109999999999995
98,0.42132035602395906,1.4566002616399452,0.87075,0.6702,0.12924999999999998,0.3298
99,0.4197457409895266,1.4547607853442808,0.87275,0.6676,0.12724999999999997,0.33240000000000003
100,0.41096755690848863,1.437710636778723,0.8744,0.6738,0.12560000000000004,0.32620000000000005
